videoId,field,languageId,currentValue,proposedValue,reasons,needsContentReview,published,reachability,httpStatus,checkedUrl,finalUrl
2_GOJ4906-0-0,VideoTitle.value,6464,नीकुदेमुस से बातचीत ,नीकुदेमुस से बातचीत,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/talk-with-nicodemus/hindi,https://www.jesusfilm.org/watch/talk-with-nicodemus.html/hindi.html
2_GOJ4904-0-0,VideoTitle.value,496,Les Noces de Cana ,Les Noces de Cana,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/wedding-in-cana/french,https://www.jesusfilm.org/watch/wedding-in-cana.html/french.html
2_GOJ4904-0-0,VideoTitle.value,6464,काना में विवाह ,काना में विवाह,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/wedding-in-cana/hindi,https://www.jesusfilm.org/watch/wedding-in-cana.html/hindi.html
11_Sermon0710,VideoTitle.value,6788,دعای ربانی ,دعای ربانی,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/the-lord-prayer-bp/french,https://www.jesusfilm.org/watch/the-lord-prayer-bp.html/french.html
1_wl604409-0-0,VideoTitle.value,3934,Реакция Иосифа ,Реакция Иосифа,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/joseph-response/russian,https://www.jesusfilm.org/watch/joseph-response.html/russian.html
1_wl604409-0-0,VideoTitle.value,407,مقدس یوسف کا ردِعمل ,مقدس یوسف کا ردِعمل,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/joseph-response/urdu,https://www.jesusfilm.org/watch/joseph-response.html/urdu.html
2_Acts7304-0-0,VideoTitle.value,6464,पवित्र आत्मा पिन्तेकुस्त में आता है ,पवित्र आत्मा पिन्तेकुस्त में आता है,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/the-holy-spirit-comes-at-pentecost/arabic-tunisian,https://www.jesusfilm.org/watch/the-holy-spirit-comes-at-pentecost.html/arabic-tunisian.html
1_cl1310-0-0,VideoTitle.value,1106,"StoryClubs: Die Gabe der Witwe
",StoryClubs: Die Gabe der Witwe,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/storyclubs-a-widow-offering/german-standard,https://www.jesusfilm.org/watch/storyclubs-a-widow-offering.html/german-standard.html
1_cl1310-0-0,VideoTitle.value,22658,"نادي القصة: تقدمة الأرملة

",نادي القصة: تقدمة الأرملة,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/storyclubs-a-widow-offering/arabic-modern-standard,https://www.jesusfilm.org/watch/storyclubs-a-widow-offering.html/arabic-modern-standard.html
1_cl1310-0-0,VideoTitle.value,3887,StoryClubs: Phần Dâng Của Người Đàn Bà Góa ,StoryClubs: Phần Dâng Của Người Đàn Bà Góa,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/storyclubs-a-widow-offering/vietnamese,https://www.jesusfilm.org/watch/storyclubs-a-widow-offering.html/vietnamese.html
1_cl1310-0-0,VideoTitle.value,6464, कहानीसंग : एक विधवा की दान ,कहानीसंग : एक विधवा की दान,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/storyclubs-a-widow-offering/hindi,https://www.jesusfilm.org/watch/storyclubs-a-widow-offering.html/hindi.html
2_Acts7310-0-0,VideoTitle.value,3934, Молитва верующих,Молитва верующих,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/the-believers-pray/russian,https://www.jesusfilm.org/watch/the-believers-pray.html/russian.html
3_0-40DWJ_24-0-0,VideoTitle.value,407,دن 24: بادشاہی کے لوگوں ,دن 24: بادشاہی کے لوگوں,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/day-24-kingdom-people/urdu,https://www.jesusfilm.org/watch/day-24-kingdom-people.html/urdu.html
2_Acts7362-0-0,VideoTitle.value,3934, Сговор об убийстве Павла,Сговор об убийстве Павла,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/the-plot-to-kill-paul/russian,https://www.jesusfilm.org/watch/the-plot-to-kill-paul.html/russian.html
2_Acts7362-0-0,VideoTitle.value,6464,पौलुस की हत्या की साज़िश ,पौलुस की हत्या की साज़िश,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/the-plot-to-kill-paul/arabic-tunisian,https://www.jesusfilm.org/watch/the-plot-to-kill-paul.html/arabic-tunisian.html
2_GOJ4902-0-0,VideoTitle.value,3934,Свидетельство Иоанна Крестителя ,Свидетельство Иоанна Крестителя,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/testimony-of-john-the-baptist/russian,https://www.jesusfilm.org/watch/testimony-of-john-the-baptist.html/russian.html
2_GOJ4902-0-0,VideoTitle.value,6464,यूहना बपतिस्मा देनेवाले की गवाही ,यूहना बपतिस्मा देनेवाले की गवाही,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/testimony-of-john-the-baptist/hindi,https://www.jesusfilm.org/watch/testimony-of-john-the-baptist.html/hindi.html
2_GOJ4921-0-0,VideoTitle.value,407,آپ کون ہیں ,آپ کون ہیں,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/who-are-you/urdu,https://www.jesusfilm.org/watch/who-are-you.html/urdu.html
2_GOJ4921-0-0,VideoTitle.value,6464,आप कौन हो? ,आप कौन हो?,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/who-are-you/hindi,https://www.jesusfilm.org/watch/who-are-you.html/hindi.html
2_Acts7355-0-0,VideoTitle.value,3934, Прощание Павла со старейшинами в Ефесе.,Прощание Павла со старейшинами в Ефесе.,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/paul-farewell-to-the-ephesian-elders/russian,https://www.jesusfilm.org/watch/paul-farewell-to-the-ephesian-elders.html/russian.html
2_Acts7355-0-0,VideoTitle.value,6464,इफिसुस बुजुर्गों के लिए पौलुस की विदाई ,इफिसुस बुजुर्गों के लिए पौलुस की विदाई,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/paul-farewell-to-the-ephesian-elders/arabic-modern-standard,https://www.jesusfilm.org/watch/paul-farewell-to-the-ephesian-elders.html/arabic-modern-standard.html
2_GOJ4939-0-0,VideoTitle.value,6464,दुःख सुख में बदल जाएगा! ,दुःख सुख में बदल जाएगा!,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/grief-will-turn-to-joy/hindi,https://www.jesusfilm.org/watch/grief-will-turn-to-joy.html/hindi.html
2_GOJ4941-0-0,VideoTitle.value,6464,यीशु का गिरफ़्तार करना और पतरस का इनकार ,यीशु का गिरफ़्तार करना और पतरस का इनकार,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/the-arrest-of-jesus-and-peter-denial/hindi,https://www.jesusfilm.org/watch/the-arrest-of-jesus-and-peter-denial.html/hindi.html
1_jf6139-0-0,VideoTitle.value,6464,अन्नास यीशु के प्रभुत्व पर सवाल करता है ,अन्नास यीशु के प्रभुत्व पर सवाल करता है,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/annas-questions-jesus-authority/hindi,https://www.jesusfilm.org/watch/annas-questions-jesus-authority.html/hindi.html
2_Acts7303-0-0,VideoTitle.value,3934, Избрание Матфия вместо Иуды,Избрание Матфия вместо Иуды,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/matthias-chosen-to-replace-judas/russian,https://www.jesusfilm.org/watch/matthias-chosen-to-replace-judas.html/russian.html
2_Acts7347-0-0,VideoTitle.value,3934, Благомысленные верийцы,Благомысленные верийцы,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/the-noble-bereans/russian,https://www.jesusfilm.org/watch/the-noble-bereans.html/russian.html
2_Acts7347-0-0,VideoTitle.value,6464,बिरीया नगर में ,बिरीया नगर में,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/the-noble-bereans/french,https://www.jesusfilm.org/watch/the-noble-bereans.html/french.html
1_cl1311-0-0,VideoTitle.value,22658,"نادي القصة: العشاء الأخير

",نادي القصة: العشاء الأخير,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/storyclubs-the-last-supper/arabic-modern-standard,https://www.jesusfilm.org/watch/storyclubs-the-last-supper.html/arabic-modern-standard.html
1_cl1311-0-0,VideoTitle.value,3934,КлубИсторий: Тайная Вечерия ,КлубИсторий: Тайная Вечерия,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/storyclubs-the-last-supper/russian,https://www.jesusfilm.org/watch/storyclubs-the-last-supper.html/russian.html
1_cl1311-0-0,VideoTitle.value,6464,कहानीसंग  : अंतिम भोज ,कहानीसंग : अंतिम भोज,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/storyclubs-the-last-supper/hindi,https://www.jesusfilm.org/watch/storyclubs-the-last-supper.html/hindi.html
2_Acts7332-0-0,VideoTitle.value,3934, Смерть Ирода,Смерть Ирода,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/herod-death/russian,https://www.jesusfilm.org/watch/herod-death.html/russian.html
2_Acts7332-0-0,VideoTitle.value,6464,हेरोदेस की मृत्यु ,हेरोदेस की मृत्यु,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/herod-death/mandarin-china,https://www.jesusfilm.org/watch/herod-death.html/mandarin-china.html
2_Acts7366-0-0,VideoTitle.value,3934, Фест просит совета у царя Агриппы,Фест просит совета у царя Агриппы,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/festus-consults-king-agrippa/russian,https://www.jesusfilm.org/watch/festus-consults-king-agrippa.html/russian.html
2_0-UseThisApp04,VideoTitle.value,6464,जब आप जुड़े नही होते है तब भी जुड़े रहें ,जब आप जुड़े नही होते है तब भी जुड़े रहें,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/be-connected-even-when-you-re-not-connected/hindi,https://www.jesusfilm.org/watch/be-connected-even-when-you-re-not-connected.html/hindi.html
2_0-UseThisApp,VideoTitle.value,3934,Используй Приложение и Делись Историей Иисуса ,Используй Приложение и Делись Историей Иисуса,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/use-this-app-to-share-the-story-of-jesus/russian,https://www.jesusfilm.org/watch/use-this-app-to-share-the-story-of-jesus.html/russian.html
2_0-UseThisApp,VideoTitle.value,496,"Utilisez cet App Pour Partager the Story of Jesus
 
",Utilisez cet App Pour Partager the Story of Jesus,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/use-this-app-to-share-the-story-of-jesus/french,https://www.jesusfilm.org/watch/use-this-app-to-share-the-story-of-jesus.html/french.html
2_Acts7360-0-0,VideoTitle.value,3934, Павел – римский гражданин,Павел – римский гражданин,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/paul-the-roman-citizen/russian,https://www.jesusfilm.org/watch/paul-the-roman-citizen.html/russian.html
2_Acts7360-0-0,VideoTitle.value,6464,पौलुस रोमन नागरिक ,पौलुस रोमन नागरिक,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/paul-the-roman-citizen/spanish-latin-american,https://www.jesusfilm.org/watch/paul-the-roman-citizen.html/spanish-latin-american.html
2_Acts7367-0-0,VideoTitle.value,3934, Павел пред Агриппой,Павел пред Агриппой,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/paul-before-agrippa/russian,https://www.jesusfilm.org/watch/paul-before-agrippa.html/russian.html
2_Acts7367-0-0,VideoTitle.value,6464,अग्रिप्पा से पहले पौलुस ,अग्रिप्पा से पहले पौलुस,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/paul-before-agrippa/tamazight-central-atlas,https://www.jesusfilm.org/watch/paul-before-agrippa.html/tamazight-central-atlas.html
2_Acts7314-0-0,VideoTitle.value,3934, Преследование апостолов,Преследование апостолов,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/the-apostles-persecuted/russian,https://www.jesusfilm.org/watch/the-apostles-persecuted.html/russian.html
2_Acts7314-0-0,VideoTitle.value,6464,प्रेरितों का सताया जाना ,प्रेरितों का सताया जाना,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/the-apostles-persecuted/arabic-tunisian,https://www.jesusfilm.org/watch/the-apostles-persecuted.html/arabic-tunisian.html
2_0-Rent-Check,VideoTitle.value,6788,چک اجاره ,چک اجاره,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/the-rent-check/english,https://www.jesusfilm.org/watch/the-rent-check.html/english.html
2_GOJ4926-0-0,VideoTitle.value,3804,"당신이 메시아입니까?
",당신이 메시아입니까?,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/are-you-messiah/bangla-muslim,https://www.jesusfilm.org/watch/are-you-messiah.html/bangla-muslim.html
2_0-Waiting-Alchemist,VideoTitle.value,407,Alchemist کا انتظار ,Alchemist کا انتظار,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/waiting-on-the-alchemist/arabic-modern-standard,https://www.jesusfilm.org/watch/waiting-on-the-alchemist.html/arabic-modern-standard.html
2_Acts7338-0-0,VideoTitle.value,3934, Возвращение в Антиохию и Сирию,Возвращение в Антиохию и Сирию,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/the-return-to-antioch-in-syria/russian,https://www.jesusfilm.org/watch/the-return-to-antioch-in-syria.html/russian.html
2_Acts7338-0-0,VideoTitle.value,6464,सीरिया के अन्ताकिया को लौटना ,सीरिया के अन्ताकिया को लौटना,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/the-return-to-antioch-in-syria/tamazight-central-atlas,https://www.jesusfilm.org/watch/the-return-to-antioch-in-syria.html/tamazight-central-atlas.html
2_Acts7338-0-0,VideoTitle.value,7083,　　,,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/the-return-to-antioch-in-syria/tamazight-central-atlas,https://www.jesusfilm.org/watch/the-return-to-antioch-in-syria.html/tamazight-central-atlas.html
2_Acts7326-0-0,VideoTitle.value,3934, Корнилий видит ангела,Корнилий видит ангела,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/cornelius-sees-an-angel/russian,https://www.jesusfilm.org/watch/cornelius-sees-an-angel.html/russian.html
2_Acts7326-0-0,VideoTitle.value,6464,कुरनेलियुस स्वर्गदूत को देखता है ,कुरनेलियुस स्वर्गदूत को देखता है,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/cornelius-sees-an-angel/french,https://www.jesusfilm.org/watch/cornelius-sees-an-angel.html/french.html
2_Acts7343-0-0,VideoTitle.value,3934, Видение Павла — человек из Македонии,Видение Павла — человек из Македонии,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/paul-vision-of-the-man-of-macedonia/russian,https://www.jesusfilm.org/watch/paul-vision-of-the-man-of-macedonia.html/russian.html
2_Acts7343-0-0,VideoTitle.value,6464,पौलुस का दर्शन मकिदुनिया के पुरुष के लिए ,पौलुस का दर्शन मकिदुनिया के पुरुष के लिए,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/paul-vision-of-the-man-of-macedonia/arabic-tunisian,https://www.jesusfilm.org/watch/paul-vision-of-the-man-of-macedonia.html/arabic-tunisian.html
2_Acts7311-0-0,VideoTitle.value,6464,विश्वासियों कि अपनी सम्पत्ति को साझा करना ,विश्वासियों कि अपनी सम्पत्ति को साझा करना,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/the-believers-share-their-possessions/tamazight-central-atlas,https://www.jesusfilm.org/watch/the-believers-share-their-possessions.html/tamazight-central-atlas.html
2_GOJ4929-0-0,VideoTitle.value,496,Lazare Ressuscite ,Lazare Ressuscite,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/lazarus-rises/french,https://www.jesusfilm.org/watch/lazarus-rises.html/french.html
2_GOJ4929-0-0,VideoTitle.value,6464,लाजर का जी उठना ,लाजर का जी उठना,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/lazarus-rises/hindi,https://www.jesusfilm.org/watch/lazarus-rises.html/hindi.html
2_GOJ4929-0-0,VideoTitle.value,6788,زنده شدن ایلعازر ,زنده شدن ایلعازر,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/lazarus-rises/farsi-western,https://www.jesusfilm.org/watch/lazarus-rises.html/farsi-western.html
2_GOJ4940-0-0,VideoTitle.value,3934,Иисус Молится о Прославлении ,Иисус Молится о Прославлении,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/jesus-prays-to-be-glorified/russian,https://www.jesusfilm.org/watch/jesus-prays-to-be-glorified.html/russian.html
2_GOJ4940-0-0,VideoTitle.value,6464,यीशु महिमा की प्रार्थना करता है ,यीशु महिमा की प्रार्थना करता है,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/jesus-prays-to-be-glorified/hindi,https://www.jesusfilm.org/watch/jesus-prays-to-be-glorified.html/hindi.html
2_0-Tarek,VideoTitle.value,3934,Тарек ,Тарек,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/tarek/russian,https://www.jesusfilm.org/watch/tarek.html/russian.html
2_FileZero04-0-0,VideoTitle.value,1942,"Bölüm 4
",Bölüm 4,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/episode-4/cantonese,https://www.jesusfilm.org/watch/episode-4.html/cantonese.html
2_FileZero04-0-0,VideoTitle.value,21753,第4集 ,第4集,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/episode-4/cantonese,https://www.jesusfilm.org/watch/episode-4.html/cantonese.html
2_FileZero04-0-0,VideoTitle.value,22658,"الحلقة 4
",الحلقة 4,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/episode-4/cantonese,https://www.jesusfilm.org/watch/episode-4.html/cantonese.html
2_Acts7330-0-0,VideoTitle.value,3934, Церковь в Антиохии,Церковь в Антиохии,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/the-church-in-antioch/russian,https://www.jesusfilm.org/watch/the-church-in-antioch.html/russian.html
2_Acts7330-0-0,VideoTitle.value,6464,अन्ताकिया की कलीसिया ,अन्ताकिया की कलीसिया,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/the-church-in-antioch/portuguese-brazil,https://www.jesusfilm.org/watch/the-church-in-antioch.html/portuguese-brazil.html
2_0-Uninvited,VideoTitle.value,1106,Ungebetene Gäste ,Ungebetene Gäste,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/uninvited-guests/english,https://www.jesusfilm.org/watch/uninvited-guests.html/english.html
2_0-Uninvited,VideoTitle.value,6464,बिन बुलाए मेहमान ,बिन बुलाए मेहमान,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/uninvited-guests/english,https://www.jesusfilm.org/watch/uninvited-guests.html/english.html
2_0-Ctrl-Z,VideoTitle.value,6930,קונטרול זי או רשות ז או בקרה ז ,קונטרול זי או רשות ז או בקרה ז,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/ctrl-z/german-standard,https://www.jesusfilm.org/watch/ctrl-z.html/german-standard.html
2_Acts7353-0-0,VideoTitle.value,3934, В Македонии и Греции,В Македонии и Греции,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/through-macedonia-and-greece/russian,https://www.jesusfilm.org/watch/through-macedonia-and-greece.html/russian.html
2_Acts7353-0-0,VideoTitle.value,6464,मकिदुनिया और यूनान जाना ,मकिदुनिया और यूनान जाना,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/through-macedonia-and-greece/french,https://www.jesusfilm.org/watch/through-macedonia-and-greece.html/french.html
1_riv_04-0-0,VideoTitle.value,6464,कठिन समय ,कठिन समय,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/troubled-times/hindi,https://www.jesusfilm.org/watch/troubled-times.html/hindi.html
1_wl604411-0-0,VideoTitle.value,3934,Пророчество Симеона ,Пророчество Симеона,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/simeon-prophecy/russian,https://www.jesusfilm.org/watch/simeon-prophecy.html/russian.html
1_wl604412-0-0,VideoTitle.value,1106,Erklärung der wundersamen Geburt ,Erklärung der wundersamen Geburt,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/explanation-of-miraculous-birth/german-standard,https://www.jesusfilm.org/watch/explanation-of-miraculous-birth.html/german-standard.html
1_wl604412-0-0,VideoTitle.value,1942,Mucizevi Doğumun Açıklaması ,Mucizevi Doğumun Açıklaması,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/explanation-of-miraculous-birth/turkish,https://www.jesusfilm.org/watch/explanation-of-miraculous-birth.html/turkish.html
1_wl604412-0-0,VideoTitle.value,21754,"奇妙诞生的解释
",奇妙诞生的解释,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/explanation-of-miraculous-birth/farsi-western,https://www.jesusfilm.org/watch/explanation-of-miraculous-birth.html/farsi-western.html
1_wl604412-0-0,VideoTitle.value,3934,Объяснение Чудного Рождения ,Объяснение Чудного Рождения,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/explanation-of-miraculous-birth/russian,https://www.jesusfilm.org/watch/explanation-of-miraculous-birth.html/russian.html
1_wl604412-0-0,VideoTitle.value,407,معجزاتی پیدائش کی وضاحت ,معجزاتی پیدائش کی وضاحت,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/explanation-of-miraculous-birth/urdu,https://www.jesusfilm.org/watch/explanation-of-miraculous-birth.html/urdu.html
2_Acts7305-0-0,VideoTitle.value,3887,Lời Giảng của Phi-e-rơ ,Lời Giảng của Phi-e-rơ,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/peter-addresses-the-crowd/arabic-tunisian,https://www.jesusfilm.org/watch/peter-addresses-the-crowd.html/arabic-tunisian.html
2_Acts7305-0-0,VideoTitle.value,3934, Обращение Петра к народу,Обращение Петра к народу,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/peter-addresses-the-crowd/russian,https://www.jesusfilm.org/watch/peter-addresses-the-crowd.html/russian.html
2_Acts7305-0-0,VideoTitle.value,6464,पतरस भीड़ को संबोधित करता है ,पतरस भीड़ को संबोधित करता है,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/peter-addresses-the-crowd/arabic-tunisian,https://www.jesusfilm.org/watch/peter-addresses-the-crowd.html/arabic-tunisian.html
1_cl1307-0-0,VideoTitle.value,22658,"نادي القصة:  إشباع ال 5000

",نادي القصة: إشباع ال 5000,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/storyclubs-jesus-feeds-5000/arabic-modern-standard,https://www.jesusfilm.org/watch/storyclubs-jesus-feeds-5000.html/arabic-modern-standard.html
2_GOJ4914-0-0,VideoTitle.value,3934,Накормленные 5000 ,Накормленные 5000,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/feeding-5000/russian,https://www.jesusfilm.org/watch/feeding-5000.html/russian.html
2_GOJ4914-0-0,VideoTitle.value,407,5000 کو کھلانا ,5000 کو کھلانا,leading-or-trailing-whitespace,false,true,LIVE,200,https://www.jesusfilm.org/watch/feeding-5000/urdu,https://www.jesusfilm.org/watch/feeding-5000.html/urdu.html
16_ShineFilmColl,Video.slug,,shine_films_collection,shine films collection,underscore,false,false,BROKEN,404,https://www.jesusfilm.org/watch/shine_films_collection/english,https://www.jesusfilm.org/watch/shine_films_collection.html/english.html
16_ShineFilmColl,VideoVariant.slug,529,shine_films_collection/english,shine films collection/english,underscore,false,false,BROKEN,404,https://www.jesusfilm.org/watch/shine_films_collection/english,https://www.jesusfilm.org/watch/shine_films_collection.html/english.html
2_2026AppUpdate,Video.slug,,April2026_app_update,April2026 app update,underscore,false,true,BROKEN,404,https://www.jesusfilm.org/watch/April2026_app_update/english,https://www.jesusfilm.org/watch/April2026_app_update.html/english.html
2_2026AppUpdate,VideoVariant.slug,529,April2026_app_update/english,April2026 app update/english,underscore,false,true,BROKEN,404,https://www.jesusfilm.org/watch/April2026_app_update/english,https://www.jesusfilm.org/watch/April2026_app_update.html/english.html
2_DamtewStormsofLifeVert,Video.slug,,Damtew_StormsofLife_Vert,Damtew StormsofLife Vert,underscore,false,true,BROKEN,404,https://www.jesusfilm.org/watch/Damtew_StormsofLife_Vert/english,https://www.jesusfilm.org/watch/Damtew_StormsofLife_Vert.html/english.html
2_DamtewStormsofLifeVert,VideoVariant.slug,529,Damtew_StormsofLife_Vert/english,Damtew StormsofLife Vert/english,underscore,false,true,BROKEN,404,https://www.jesusfilm.org/watch/Damtew_StormsofLife_Vert/english,https://www.jesusfilm.org/watch/Damtew_StormsofLife_Vert.html/english.html
7_KnowGod0404,Video.slug,,Know_God_4_Invited,Know God 4 Invited,underscore,false,true,BROKEN,404,https://www.jesusfilm.org/watch/Know_God_4_Invited/english,https://www.jesusfilm.org/watch/Know_God_4_Invited.html/english.html
7_KnowGod0404,VideoVariant.slug,529,Know_God_4_Invited/english,Know God 4 Invited/english,underscore,false,true,BROKEN,404,https://www.jesusfilm.org/watch/Know_God_4_Invited/english,https://www.jesusfilm.org/watch/Know_God_4_Invited.html/english.html
7_KnowGod0404,VideoVariant.slug,4451,Know_God_4_Invited/polish,Know God 4 Invited/polish,underscore,false,true,BROKEN,404,https://www.jesusfilm.org/watch/Know_God_4_Invited/polish,https://www.jesusfilm.org/watch/Know_God_4_Invited.html/polish.html
7_KnowGod0404,VideoVariant.slug,5545,Know_God_4_Invited/slovak,Know God 4 Invited/slovak,underscore,false,true,BROKEN,404,https://www.jesusfilm.org/watch/Know_God_4_Invited/slovak,https://www.jesusfilm.org/watch/Know_God_4_Invited.html/slovak.html
7_KnowGod0404,VideoVariant.slug,3934,Know_God_4_Invited/russian,Know God 4 Invited/russian,underscore,false,true,BROKEN,404,https://www.jesusfilm.org/watch/Know_God_4_Invited/russian,https://www.jesusfilm.org/watch/Know_God_4_Invited.html/russian.html
7_KnowGod0404,VideoVariant.slug,5112,Know_God_4_Invited/georgian,Know God 4 Invited/georgian,underscore,false,true,BROKEN,404,https://www.jesusfilm.org/watch/Know_God_4_Invited/georgian,https://www.jesusfilm.org/watch/Know_God_4_Invited.html/georgian.html
Rescue,Video.slug,,2_Rescue,2 Rescue,underscore,false,true,BROKEN,404,https://www.jesusfilm.org/watch/2_Rescue/kurmanji-standard,https://www.jesusfilm.org/watch/2_Rescue.html/kurmanji-standard.html
